"name","city","country","state","industry_id","website","description","logo_url","ticker"
"PHILTRUST BANK","Manila","PH","","Commercial Banks","www.philtrustbank.com","Philtrust Bank provides commercial banking services, international banking and trust services. The Bank started operation in 1916.","4663.png","PTC"
"SES","Luxembourg","LU","","Media","www.ses.com","SES, through subsidiaries, offers global satellite broadband communications services.  The Company offers feeds for cable television networks, Internet access, corporate networks, network facilities, telecommunications services, and audiovisual broadcasting.","800.png","SESG"
"SHANDONG INSPU-A","Jinan, Shandong","CN","#N/A Field Not Applicable","Software","www.langchao.com.cn","Shandong Inspur Software Co., Ltd. develops communication and enterprise management software, as well as provides network engineering technology services.  The Company also operates in import and export trading and provides cable transportation for the Tai Mountain in Shandong province.","10323.jpg","600756"
"ION GEOPHYSICAL","Houston","US","TX","Energy Equipment & Services","www.iongeo.com","ION Geophysical Corporation provides geophysical technology, services, and solutions for the global oil and gas industry.","9916.png","IO"
"WESTERN ASSET EM","","US","NY","","www.westernasset.com","Western Asset Emerging Markets Debt Fund Inc. is a newly organized, non-diversified, closed-end management investment company incorporated in the USA.  The Fund's investment objective seeks both total return as well as high current income.  The Fund invests 80% of its assets in a portfolio of debt securities of emerging market countries.","9459.gif","ESD"
"CH OFFSHORE LTD","Singapore","SG","#N/A Field Not Applicable","Energy Equipment & Services","www.choffshore.com.sg","CH Offshore Limited owns and charters vessels to support and service the offshore oil and gas industry.  The Company also provides seismic surveys, towing and anchor handling of drill rigs and equipment, and transportation of supplies and personnel.  CH Offshore provides supporting services for the construction of platforms and laying of the pipelines.","14627.jpg","CHO"
"VANGUARD UTI ETF","","US","","","www.vanguard.com","Vanguard Utilities ETF is an exchange-traded fund incorporated in the USA. The Fund seeks to track the performance of the MSCI US Investable Market Utilities Index. The Fund invests all of its assets in the stocks that make up the Index, holding each stock in the same proportion as its weighting in the Index.","4960.png","VPU"
"SONAE","Maia","PT","","Food & Staples Retailing","www.sonae.pt","Sonae is a retail company that operates in food and non food retail stores including sports goods, apparel and consumer electronics and appliances.  The Company is also involved in the shopping centres and telecommunication businesses.","2490.png","SON"
"BERKSHIRE HATH-A","Omaha","US","NE","Diversified Financial Services","www.berkshirehathaway.com","Berkshire Hathaway Inc. is a holding company owning subsidiaries in a variety of business sectors.  The Company's principal operations are insurance business conducted nationwide on a primary basis and worldwide on a reinsurance basis. Berkshire's other operations include a railway company, a specialty chemical company, and an international association of diversified businesses.","5.png","BRK/A"
"KANSAS CITY LIFE","Kansas City","US","MO","Insurance","www.kclife.com","Kansas City Life Insurance Company offers a variety of individual life insurance and annuity policies, as well as group life insurance distributed primarily through numerous general agencies.  The Company is licensed and operates in the United States.","9968.jpg","KCLI"
"VOCENTO SA","Madird","ES","#N/A Field Not Applicable","Media","www.vocento.com","Vocento SA is a diversified multimedia communication company that conducts operations in newspapers, television, radio, audio-visual production, and the internet.","14566.png","VOC"
"ROYAL HOLDINGS","Tokyo","JP","FO","Hotels, Restaurants & Leisure","www.royal-holdings.co.jp","ROYAL HOLDINGS Co., Ltd. operates a restaurant chain known as Royal Host and Sizzler.  The Company operates bakery known as Cafe Croissant.  Royal Holdings also provides food for airline companies.","10315.png","8179"
"NETAPP INC","Sunnyvale","US","CA","Computers & Peripherals","www.netapp.com","NetApp, Inc. provides storage and data management solutions. The Company's storage solutions include specialized hardware, software, and services that provide storage management for open network environments. NetApp  serves enterprises, government agencies, and universities worldwide.","694.png","NTAP"
"SEKERBANK","Istanbul","TR","","Commercial Banks","www.sekerbank.com.tr","Sekerbank TAS operates as a commercial bank. The Bank offers a wide range of financial products and services, including commercial and retail banking and treasury services. Sekerbank, through its subsidiaries, also operates in the sugar, trade, finance, tourism, and mining sectors.","5826.jpg","SKBNK"
"SERVICE CORP INT","Houston","US","TX","Diversified Consumer Services","www.sci-corp.com","Service Corporation International provides death care services worldwide.  The Company operates funeral service locations, cemeteries, and crematoria.  Service also sells prearranged funeral services in most of its service markets.","2183.png","SCI"
"GDF SUEZ","Courbevoie","FR","","Multi-Utilities","www.gdfsuez.com","GDF Suez offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores and distributes natural gas, and offers energy management and climatic and thermal engineering services.","157.png","GSZ"
"NETWORK 18 MED","Noida, (U.P.)","IN","#N/A Field Not Applicable","Media","www.tv18online.com","Network 18 Media & Investments Ltd. is an entertainment holding company.  The Company, through its subsidiaries, operates a business news television channel, offers Internet access, operates real-time news terminals, operates general news television channels, produces motion pictures, and retails goods on television and over the Internet.","9483.png","NETM"
"BANK OF JORDAN","Amman","JO","#N/A Field Not Applicable","Commercial Banks","www.bankofjordan.com.jo","Bank of Jordan provides commercial banking activities through its subsidiaries. The Bank's activities include comprehensive banking and credit products and services, all types of deposits whether on demand, savings or time deposits, certificates of deposits and commercial finance.","9490.png","BOJX"
"ROCKWELL LAND CO","Makati City","PH","#N/A Field Not Applicable","Real Estate Management & Development","www.e-rockwell.com","Rockwell Land Corporation is a real estate operating, development and management company.","14269.png","ROCK"
"XIAMEN C & D-A","Xiamen, Fujian","CN","","Trading Companies & Distributors","www.chinacnd.com","Xiamen C & D Inc. is an investment holding company.  Through its subsidiaries, the Company operates in import and export trading, port operation, real estate development and management, renovation projects undertaking, and miscellaneous manufacturing.","2575.jpg","600153"
"GRUH FINANCE LTD","Ellisbridge","IN","#N/A Field Not Applicable","Thrifts & Mortgage Finance","www.gruh.com","GRUH Finance Limited provides a range of home loans as well as insurance products through a network of offices located in India.","10416.png","GRHF"
"PALFINGER AG","Salzburg","AT","","Machinery","www.palfinger.com","Palfinger AG manufactures a wide variety of truck-mounted light, medium, and heavy-duty cranes.  The Company's products include loading cranes, rolloaders, and cranes for use in the timber, recycling, farm, and railway sectors. Palfinger also produces a portable forklift and specialized attachments such as clamshell bucket, pallet fork, wallboard fork, and other tools.","5429.png","PAL"
"NISSHINBO HD","Chuo-Ku","JP","TK","Industrial Conglomerates","www.nisshinbo.co.jp","Nisshinbo Holdings Inc. manufactures cotton fabrics, synthetic textiles, and chemical products used in apparel and industrial materials.  The Company also makes a variety of paper products, electronics products for wireless communication devices and semiconductors, and specialized machines for industrial manufacturing. In addition, Nisshinbo makes brakes for automobiles.","5243.png","3105"
"TOHO CO LTD","Tokyo","JP","TK","Media","www.toho.co.jp","TOHO CO., LTD. produces and distributes motion pictures for cinema, television, and video.  The Company also sells character merchandise based on their media productions, distributes foreign films, operates musical theaters, and produces musical shows. In addition, Toho manages movie theaters in urban areas.","2141.jpg","9602"
"THAI TAP WATER","Nakhon Pathom","TH","","Water Utilities","www.thaitap.com","Thai Tap Water Supply Co., Ltd is a water utility company that supplies water in the provinces of Nakorn Pathom and Samut Songkram.","5489.jpg","TTW"
"NKT HOLDING A/S","Brondby","DK","","Machinery","www.nkt.dk","NKT Holding A/S is a Danish group of companies active as industrial suppliers. The Group designs and manufactures a variety of technical products including optical chips and optical fibers for data transmission, cables for the energy and telecom sectors, pipelines for the offshore industry, fiber optic sensors, as well as Nilfisk professional cleaning equipment.  NKT sells internationally.","5630.png","NKT"
"HYUNDAI STEEL","Incheon","KR","","Metals & Mining","www.hyundai-steel.com","Hyundai Steel Company is an electric furnace steel maker.  The Company manufactures concrete reinforcing bars, H beams, stainless steel sheets, cast steel, and other steel products.  Hyundai Steel sells its products to the domestic and overseas markets.","1636.jpg","004020"
"SUPER GROUP LTD","Singapore","SG","","Food Products","www.super.com.sg","Super Group Ltd. manufactures, packages, and distributes instant cereal flakes, instant beverages, instant coffee powder, and other convenience food products. The Company also provides vending machine services.","5286.png","SUPER"
"TOKAI CARBON CO","Tokyo","JP","TK","Chemicals","www.tokaicarbon.co.jp","TOKAI CARBON CO., LTD. produces carbon-based industrial products such as carbon black for various rubber products.  The Company also manufactures high-pressured gases and industrial electric furnaces.","6023.png","5301"
"CEMENTOS ARGOS","Medellin","CO","","Construction Materials","www.argos.com.co","Cementos Argos SA is a Colombian-based company which produces cement, ready-mix concrete and aggregates.  The Company operates several fully-integrated cement plants in Colombia and has presence in the south of the United States with ready-mix operations in the Caribbean through clinker grinding facilities.","1685.png","CEMARGOS"
"HELLENIC PETRO","Maroussi","GR","","Oil, Gas & Consumable Fuels","www.hellenic-petroleum.gr","Hellenic Petroleum S.A. explores for, develops, produces, refines, and markets petroleum products.  The Company also produces petrochemicals and chemicals, and explores for and produces hydrocarbons.  It constructs and operates pipelines. The Company also offers engineering services.  Hellenic Petroleum operates refineries in Thessaloniki, the Athens metropolitan area, and Skopje.","2268.png","ELPE"
"HANDLOWY","Warsaw","PL","","Commercial Banks","www.handlowy.com.pl","Bank Handlowy w Warszawie S.A. operates as a bank that offers deposits, lending, foreign and domestic settlements, foreign exchange, as well as capital market activities and money market operations. The Bank has 28 domestic branches, four representative offices and the London foreign branch.","1892.jpg","BHW"
"OPTOTECH CORP","Hsinchu","TW","#N/A Field Not Applicable","Semiconductors & Semiconductor Equipment","www.opto.com.tw","OptoTech Corporation manufactures and markets optoelectronic semiconductor components. The Company's products include light emitting diodes (LED) chips, silicon phototransistor chips, silicon photodiode chips, LED traffic signals, and LED lighting products.","14302.jpg","2340"
"WSFS FINANCIAL","Wilmington","US","DE","Thrifts & Mortgage Finance","www.wsfsbank.com","WSFS Financial Corporation provides financial services. The Company, through its principal subsidiary, Wilmington Savings Fund Society, FSB, operates a network of offices in New Castle County and Dover, Delaware, as well as Chester, Delaware, and Montgomery counties in Pennsylvania.","10384.jpg","WSFS"
"BZWBK","Wroclaw","PL","","Commercial Banks","www.bzwbk.pl","Bank Zachodni WBK S.A. attracts deposits and offers commercial banking services. The Bank offers business and personal loans, mortgages, pension plans, insurance, factoring services, securities brokerage services, credit and debit cards, investment banking services, and money transfer services.  Bank Zachodni operates mainly in the Western part of Poland.","810.png","BZW"
"STARHUB LTD","Singapore","SG","","Wireless Telecommunication Services","www.starhub.com.sg","StarHub Limited is a fully-integrated info-communication company offering a full range of information, communications and entertainment services for both consumer and corporate markets in Singapore. The Company provides mobile network services, multi-channel cable TV services (including High Definition and on-demand services) as well as high-speed residential broadband services.","1779.png","STH"
"DENNY'S CORP","Spartanburg","US","SC","Hotels, Restaurants & Leisure","www.dennys.com","Denny's Corp. is a full-service family restaurant chain, operating directly and through franchisees.  The Company's restaurants operate under the Denny's name in the United States, Canada, Costa Rica, Guam, Mexico, New Zealand, and Puerto Rico.","10345.png","DENN"
"TCS GROUP HOLDIN","Germasogia","CY","","Commercial Banks","www.tcsbank.ru","TCS Group Holding PLC, through its subsidiaries, provides retail banking services in the Russian market.","2662.png","TCS"
"CAMPARI GROUP","Milan","IT","","Beverages","www.camparigroup.com","Davide Campari - Milano S.p.A. is a global producer and distributor of branded spirits, wines, and soft drinks. The Company's products include aperitifs, vodka, tequila, liquors, vermouths and various wines as well as flavored sodas.","2004.png","CPR"
"MARTINSA FADESA","Madrid","ES","","","www.martinsafadesa.com","Martinsa-Fadesa SA is a real estate development company.  The Company develops properties that include hotels, office buildings, leisure centers, and residential properties.","5815.png","MTF"
"THORN GROUP LTD","Bankstown","AU","NS","Specialty Retail","www.thorn.com.au","Thorn Group Ltd. rents electrical appliances. The Company offers home entertainment products, digital imaging equipment, kitchen appliances, laundry appliances, furniture, computer and office equipment, game consoles, and fitness equipment.","14004.png","TGA"
"TSMC","Hsinchu","TW","","Semiconductors & Semiconductor Equipment","www.tsmc.com.tw","Taiwan Semiconductor Manufacturing Company Ltd. manufactures and markets integrated circuits.  The Company provides the following services: wafer manufacturing, wafer probing, assembly and testing, mask production, and design services. TSMC's ICs are used in computer, communication, consumer electronics, automotive, and industrial equipment industries.","74.png","2330"
"PNC FINANCIAL SE","Pittsburgh","US","PA","Commercial Banks","www.pnc.com","PNC Financial Services Group, Inc. is a diversified financial services organization.  The Company provides regional banking, wholesale banking, and asset management services nationally and in the Company's primary regional markets.","223.png","PNC"
"JACQUES BOGART","Paris","FR","#N/A Field Not Applicable","Personal Products","","Jacques Bogart SA manufactures and distributes luxury goods such as perfume, clothing and fashion accessories. The products are marketed under the trade names ""One Man Show,"" ""Ted Lapidus,"" ""Chevignon,"" ""Bogart"" and ""Creation."" The Company operates through subsidiaries located throughout Italy, Belgium, Germany, the United States, Hong Kong and France.","14315.jpg","JBOG"
"ITAUSA-PREF","Sao Paulo","BR","","Commercial Banks","www.itausa.com.br","Itausa - Investimentos Itau S.A. is a holding company.  The Company operates in the finance, insurance, construction materials, electronics, chemicals, real estate, and telecommunications industries.  Itausa has operations in Portugal, the United States, Luxembourg, Argentina, Germany, and Belgium.","452.png","ITSA4"
"CJ CHEIL","Seoul, Korea","KR","","Food Products","www.cj.co.kr","CJ CheilJedang Corp. manufactures processed food products.  The Company's products include refined sugar, monosodium glutamate (MSG), condiment, wheat powder, flour, cooking oil, processed meats, and animal feed.  CJ CheilJedang also manufactures pharmaceutical and household products.","2381.png","097950"
"AGILITY","Safat","KW","","Air Freight & Logistics","www.agilitylogistics.com","Agility Public Warehousing Co K.S.C. offers freight storage, distribution, and transport services.  The Company provides trade financing and third party customs services and offers e-commerce services enabling its customers to place orders and make payments online.","2521.gif","AGLTY"
"ZELTIA","Madrid","ES","","Biotechnology","www.zeltia.com","Zeltia, S.A. is a holding composed of biotechnological and chemical companies. The Company's main activity is developing marine derived anti-cancer drugs and CNS pathologies treatments. Zeltia's other activities include developing diagnosis kits and RNAi technology based therapeutical applications.","6098.jpg","ZEL"
"COCA-COLA AMATIL","North Sydney","AU","NSW","Beverages","www.ccamatil.com","Coca-Cola Amatil Limited manufactures, distributes and sells carbonated soft drinks along with still and mineral waters, fruit drinks, ready-to-drink coffee and tea and flavored milk drinks. The Company also rents and services commercial refrigeration equipment to food/beverage manufacturers.","1095.png","CCL"
"BROOKFIELD INFRA","Hamilton","BM","","Electric Utilities","www.brookfieldinfrastructure.com","Brookfield Infrastructure Partners LP owns and operates infrastructure assets. The Company operates utilities, transport and energy and timber assets in North and South America, Australasia, and Europe.","1788.png","BIP"
"NEXTERA ENERGY","Juno Beach","US","FL","Electric Utilities","www.nexteraenergy.com","NextEra Energy, Inc. provides sustainable energy generation and distribution services. The Company specializes in wind and solar energy production. Through its subsidiaries, NextEra Energy also operates multiple commercial nuclear power units.","249.png","NEE"
"CHAODA MODERN","Wan Chai","HK","#N/A Field Not Applicable","","www.chaoda.com.hk","Chaoda Modern Agriculture (Holdings) Limited, through its subsidiaries, grows fruits and vegetables in China. The Company controls the entire production chain from seeds to processing and marketing. Chaoda offers both fresh produce and frozen produce.","9605.png","682"
"SUNWAY BHD","Petaling Jaya","MY","","Real Estate Management & Development","www.sunway.com.my","Sunway Bhd. is a property development and construction company. The Company's other business divisions include quarrying and building materials trading and manufacturing, hospitality, leisure, and healthcare.","5349.png","SWB"
"JORDAN KUWAIT BK","Amman","JO","#N/A Field Not Applicable","Commercial Banks","www.jordan-kuwait-bank.com","Jordan Kuwait Bank practices all commercial banking activities within the kingdom and abroad, through local branches.","9884.jpg","JOKB"
"MOSAIC CO/THE","Plymouth","US","MN","Chemicals","www.mosaicco.com","The Mosaic Company produces and distributes crop nutrients to the agricultural communities located in North America and other countries.  The Company's principal products include concentrated phosphates, and potash.","483.png","MOS"
"EATON VAN TAX AD","","US","MA","","www.eatonvance.com","Eaton Vance Tax-Advantaged Dividend Income Fund is a diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is to provide a high level of after-tax total return. The Fund invests at least 80% of its net assets in dividend-paying common and preferred stocks.","5405.png","EVT"
"CORNING INC","Corning","US","NY","Electronic Equipment, Instruments & Components","www.corning.com","Corning Incorporated is a global, technology-based company. The Company produces optical fiber, cable, and photonic components for the telecommunications industry, as well as manufactures glass panels, funnels, liquid crystal display glass and projection video lens assemblies for the information display industry.","408.png","GLW"
"DASSAULT SYSTEME","Velizy Villacoublay Cede","FR","","Software","www.3ds.com","Dassault Systemes S.A. develops product life cycle management computer software.  The Company's software enables engineers to create a three-dimensional model of a product, simulate its assembly, and test it before building a prototype.  Dassault markets its software under the brand names Catia, Enovia, Delmia, Smarteam, Spatial, and SolidWorks.","666.jpg","DSY"
"PUREGOLD PRICE C","Manila","PH","","Food & Staples Retailing","www.puregold.com.ph","Puregold Price Club, Inc. operates wholesale and retail stores, including supermarkets.","2592.jpg","PGOLD"
"EMPIRE CO LTD A","Stellarton","CA","NS","Food & Staples Retailing","www.empireco.ca","Empire Company Limited is a diversified company.  The Company's key businesses include food distribution, real estate, and corporate investment activities.","1676.png","EMP/A"
"WISDOMTREE CHINE","","US","NY","","www.wisdomtree.com","WisdomTree Chinese Yuan Fund is an actively managed exchange-traded fund incorporated in the USA. The Fund seeks to earn current income reflective of money market rates in China available to foreign investors. The Fund also seeks to provide exposure changes in the Chinese Yuan relative to the U.S. dollar and RMB.","14275.jpg","CYB"
"SHUTTERSTOCK INC","New York","US","NY","Internet Software & Services","www.shutterstock.com","Shutterstock Inc. operates a global marketplace for commercial digital imagery. The Company's online marketplace provides a freely searchable library of commercial digital images that our users can pay to license, download and incorporate into their work.","2616.png","SSTK"
"BANGKOK BANK PUB","Bangkok","TH","","Commercial Banks","www.bangkokbank.com","Bangkok Bank Public Company Limited provides various banking and financial services including commercial, consumer, credit card, and mortgage lending, international trade financing, investment banking, and securities services.","850.jpg","BBL"
"GUANGZHOU AUTO-H","Guangzhou","CN","","Automobiles","www.gagc.com.cn","Guangzhou Automobile Group Company, Ltd. manufactures, sells, and services automobiles. The Company is also involved in automobile parts and components, and auto finance and related services for both overseas and domestic markets.","978.png","2238"
"UNITED INTEGRATE","Taipei","TW","#N/A Field Not Applicable","Construction & Engineering","www.uisco.com.tw","United Integrated Services Co., Ltd. provides electric system integration engineering services.  The Company's services include computer, telecommunication and control system, as well as traditional electric and air conditioning engineering integration services.  United Integrated also manufactures and markets uninterrupted power supply (UPS) equipment.","14033.png","2404"
"BCE INC","Toronto","CA","PQ","Diversified Telecommunication Services","www.bce.ca","BCE Inc., provides a full range of communication services to residential and business customers in Canada.  The Company's services includes local, long distance and wireless phone services, high speed and wireless Internet access, IP-broadband services, value-added business solutions and direct-to-home satellite and VDSL television services.","283.png","BCE"
"SIA ENGINEERING","Singapore","SG","","Transportation Infrastructure","www.siaec.com.sg","SIA Engineering Company provides airframe and component overhaul services, line maintenance and technical ground handling services. The Company also manufactures aircraft cabin equipment, refurbishes aircraft galleys, repairs and overhauls hydromechanical aircraft equipment.","2064.png","SIE"
"OSSIAM ETF US MI","","LU","#N/A Field Not Applicable","","www.ossiam.com","OSSIAM ETF US MINIMUM VARIANCE NR (EUR) is an open-end, UCITS compliant exchange traded fund incorporated in Luxembourg. The Fund's objective is to replicate, less fees and expenses, the performance of the Ossiam US Minimum Variance Index Net Return closing level.","14529.png","OSX2"
"CODAN LTD","Newton","AU","SA","Electronic Equipment, Instruments & Components","www.codan.com.au","Codan Limited designs and manufactures remote area communication equipment and systems.  The Company's product range is used by the international high frequency radio, satellite and terrestrial microwave communications markets and also for television broadcasting.","14637.png","CDA"
"WENDY'S CO/THE","Dublin","US","OH","Hotels, Restaurants & Leisure","www.aboutwendys.com","The Wendy's Company operates fast-food restaurants. The Company owns, operates, and franchises fast-food restaurants located throughout countries that include the United States, Singapore, the Middle East and North Africa, the Russian Federation, the Eastern Caribbean, Argentina, the Philippines and Japan.","2325.png","WEN"
"PETKIM","Aliaga","TR","","Chemicals","www.petkim.com.tr","Petkim Petrokimya Holding A.S. manufactures petrochemicals.  The Company produces polyvinyl chloride used to produce pipes and profiles, high density polyethylene used to manufacture toys and chemical containers, polypropylene used to produce bags, rope, tape, and monofilament, pure terephthalic acid used to manufacture polyester and PET bottles, and benzene, ethylene and propylene.","5307.png","PETKM"
"TELEKOMUNIKASI","Bandung","ID","","Diversified Telecommunication Services","www.telkom.co.id","PT Telekomunikasi Indonesia Persero Tbk is a telecommunication company that provides a variety of domestic telecommunications services such as telephone, telex, telegram, satellite, and leased lines services.  The Company also offers electronic mail, mobile communication, and cellular phone services.","567.png","TLKM"
"CIELO SA","Barueri","BR","","IT Services","www.cielo.com.br","Cielo SA is an electronic payment solutions company based in Brazil and Latin America. The Company is responsible for accreditation of commercial establishments, capture, transmission, processing and settlement of transactions made with credit cards and debit cards as well as network management services.","441.png","CIEL3"
"ELSWEDY ELECTRI","Cairo","EG","","Electrical Equipment","www.elsewedycables.com","ElSwedy Electric Co. manufactures cables. The Company's products include low, medium, power, and special cables.","5838.jpg","SWDY"
"TATTS GROUP LTD","Melbourne","AU","VICT","Hotels, Restaurants & Leisure","www.tattsgroup.com","Tatts Group Ltd. provides diversified network gambling services.","2188.jpg","TTS"
"GENESEE & WYOMIN","Greenwich","US","CT","Road & Rail","www.gwrr.com","Genesee & Wyoming Inc., through its subsidiaries, owns and operates short line and regional freight railroads and provides related rail services. The Company also provides railroad switching and related services to United States industries with extensive railroad facilities within their complexes. Genessee operates in the United States and Australia.","1886.png","GWR"
"ZIMMER HLDGS","Warsaw","US","IN","Health Care Equipment & Supplies","www.zimmer.com","Zimmer Holdings, Inc. designs, develops, manufactures, and markets orthopaedic and dental reconstructive implants, spinal implants, trauma products and related surgical products.  The Company also provides other healthcare related services. Zimmer markets its products in the United States and other countries around the world.","630.png","ZMH"
"SAGE GROUP","Newcastle Upon Tyne","GB","","Software","www.sage.com","The Sage Group plc is a software publishing company. The Group develops, publishes and distributes accounting and payroll software for personal computer systems. Via its subsidiaries, Sage also maintains a registered user database which provides a market for their related products and services, including computer forms, software support contracts, program upgrades and training.","1641.png","SGE"
"MECHEL","Moscow","RU","","Metals & Mining","www.mechel.ru","Mechel is involved in four business segments which include mining, steel, ferroalloy and power.  The Company unites producers of coal, iron ore concentrate, nickel, steel, ferrochrome, ferrosilicon, rolled products, hardware, heat and electric power.","5565.gif","MTLR"
"MEDIA NUSANTARA","Jakarta","ID","","Media","www.mncgroup.com","PT Media Nusantara Citra Tbk is an integrated media company in Southeast Asia. The Company owns both the national and regional newspapers, radio stations, tabloids & magazines across Indonesia.","2409.jpg","MNCN"
"CRANSWICK PLC","Hull","GB","","Food Products","www.cranswick.co.uk","Cranswick plc manufactures and supplies food products to grocery retailers in the United Kingdom and the food service sector.  The Company supplies fresh pork, gourmet sausages, charcuterie, cooked meats, sandwiches, and dry cured bacon.","5831.png","CWK"
"AVAGO TECHNOLOGI","Singapore","SG","","Semiconductors & Semiconductor Equipment","www.avagotech.com","Avago Technologies Ltd. manufactures semiconductor products such as optoelectronics, radio-frequency and microwave components, and application-specific integrated circuits.  The Company's products are used in mobile phones, consumer electronics, enterprise and telecom networking gear, optical mice, automotive electronics, and military and aerospace systems.","828.gif","AVGO"
"HOME PROPERTIES","Rochester","US","NY","Real Estate Investment Trusts (REITs)","www.homeproperties.com","Home Properties, Inc. is a real estate investment trust with operations in selected Northeast, Midwest, and Mid-Atlantic markets in the United States.  The Company owns, operates, acquires, and rehabilitates apartment communities.  Home Properties also manages commercial space.","2398.gif","HME"
"LG ELECTRONICS","Seoul, Korea","KR","","Household Durables","www.lge.com","LG Electronics Inc. manufactures and markets digital display equipment and home appliances including personal computers, CD-ROMs, televisions, washers, air conditioners, and microwaves.  The Company also produces telecommunications equipment such as phones and mobile phones, networking systems, security solutions, and other communication products.","919.png","066570"
"SUNLAND GROUP","Surfers Paradise","AU","QL","Real Estate Management & Development","www.sunlandgroup.com.au","Sunland Group Limited is a property development and construction company.  The Company's development sites includes residential housing, apartments and hotels. The Company is also involved in hotel investments and operations.","14623.png","SDG"
"CLARKSON PLC","London","GB","#N/A Field Not Applicable","Marine","www.clarksons.com","Clarkson PLC provides integrated shipping services, The Company provides shipbroking, ship management, financial services, fund management and property services.  Clarkson operates throughout the world.","10279.jpg","CKN"
"HOLCIM LTD-REG","Jona","CH","","Construction Materials","www.holcim.com","Holcim Ltd. produces building materials.  The Company produces and markets ready-mixed concrete, cement, clinker, and admixtures.  The Company also provides consulting and engineering services in all areas of the cement manufacturing process.  Holcim, through subsidiaries, operates cement manufacturing facilities around the world.","424.png","HOLN"
"NATIONAL ALUMIN","Bhubaneswar, Orissa","IN","","Metals & Mining","www.nalcoindia.com","National Aluminium Co. Ltd. is an integrated aluminum manufacturer. The Company mines for bauxite, refines bauxite into aluminum and manufactures and sells aluminum and aluminum products. National Aluminium Company's products include bauxite, aluminum hydrate, calcined aluminum, aluminum ingots and aluminum wire rods, as well as electricity which is generated for captive consumption.","5266.png","NACL"
"AMYRIS INC","Emeryville","US","CA","Oil, Gas & Consumable Fuels","www.amyris.com","Amyris, Inc. is a renewable products company. The Company provides alternatives to select petroleum-sourced products used in specialty chemical and transportation fuel markets worldwide. Amyris is developing Brazilian sugarcane as its primary feedstock.","14273.png","AMRS"
"POWERSHARES S&P","","US","","","www.powershares.com","PowerShares S&P 500 Low Volatility Portfolio is an exchange-traded fund incorporated in the USA. The Fund seeks results that correspond (before fees and expenses) generally to the price and yield of the S&P 500 Low Volatility Index the ""Underlying Index"").","2173.gif","SPLV"
"DEUTSCHE TELEKOM","Bonn","DE","","Diversified Telecommunication Services","www.telekom3.de","Deutsche Telekom AG offers telecommunications services.  The Company offers a full range of fixed-line telephone services, mobile communications services, Internet access, and combined information technology and telecommunications services for businesses.","120.png","DTE"
"MR PRICE GROUP","Durban","ZA","","Specialty Retail","www.mrpricegroup.com","Mr. Price Group Limited operates chains of retailers throughout South Africa. The Group retails clothing, accessories, homewares and jewelery.","2129.png","MPC"
"ABERTIS","Barcelona","ES","","Transportation Infrastructure","www.abertis.com","Abertis Infraestructuras S.A. is an international group which manages mobility and telecommunications infrastructures through three business areas: tollroads, telecommunications infrastructures and airports. The group is present in Europe and the Americas.","532.png","ABE"
"CAFE DE CORAL","Sha Tin","HK","","Hotels, Restaurants & Leisure","www.cafedecoral.com","Cafe De Coral Holdings Limited, through its subsidiaries, operates quick service restaurants, fast casual dining, institutional catering and specialty restaurant chains, and food manufacturing business.","4571.png","341"
"ALLOT COMMUNICAT","Hod Hasharon","IL","#N/A Field Not Applicable","Software","www.allot.com","Allot Communications Ltd. designs and develops broadband service optimization solutions using advanced deep packet inspection (DPI) technology.  The Company provides their customers with real-time highly granular visibility into network traffic and enables them to effectively manage and optimize their networks.","9301.png","ALLT"
"PENTAIR LTD-REG","Schaffhausen","CH","","Machinery","www.pentair.com","Pentair Ltd. delivers services and solutions for its customer's diverse needs in water and other fluids, thermal management and equipment protection. The Company is organized as three operating segments: Water & Fluid Solutions, Valves & Controls, and Technical Solutions. Pentair manufactures and distributes its products worldwide.","695.jpg","PNR"
"FED SIGNAL CORP","Oak Brook","US","IL","Machinery","www.federalsignal.com","Federal Signal Corporation manufactures and supplies safety, signaling, and communications equipment.  The Company's equipment includes fire rescue products, street sweeping and vacuum loader vehicles, parking control equipment, custom on-premise signage, carbide cutting tools, precision punches and dies, and plastic injection mold components.","5794.jpg","FSS"
"HONGKONG LAND","Central","HK","","Real Estate Management & Development","www.hkland.com","Hongkong Land Holdings Limited invests in and develops commercial properties. The Company owns and manages prime office and retail space in Hong Kong. Through its subsidiaries, the Company also develops commercial and residential buildings as well as infrastructure in Asia.","713.png","HKL"
"TAMRON","Saitama","JP","ST","Leisure Equipment & Products","www.tamron.co.jp","Tamron Co., Ltd. is a maker of lenses including lenses for general, single-lens reflex (SLR), video, and digital cameras.","10249.png","7740"
"ROCKET FUEL INC","Redwood City","US","CA","Internet Software & Services","www.rocketfuelinc.com","Rocket Fuel Inc. offers digital advertising services. The Company provides solutions to manage, run, and evaluate online campaigns. Rocket Fuel serves customers throughout the United States.","5216.png","FUEL"
"FINISAR CORP","Sunnyvale","US","CA","Communications Equipment","www.finisar.com","Finisar Corporation provides fiber optic subsystems and network performance test systems which enable high-speed data communications over local area network and storage area networks.  The Company's line of optical subsystems supports a variety of network applications, transmission speeds, distances, and mediums. Finisar also provides network performance test systems.","4506.png","FNSR"
